GeneSymbol	accession
ENSG00000277994	HOTAIR_3	ENSG00000277994
ENSG00000274817	AC012531.4	ENSG00000274817
ENSG00000277129	AC012531.5	ENSG00000277129
ENSG00000123388	HOXC11	ENSG00000123388
ENSG00000251151	HOXC-AS3	ENSG00000251151
ENSG00000180818	HOXC10	ENSG00000180818
ENSG00000273049	AC012531.3	ENSG00000273049
ENSG00000197757	HOXC6	ENSG00000197757
ENSG00000207924	MIR196A2	ENSG00000207924
ENSG00000250133	HOXC-AS2	ENSG00000250133
ENSG00000180806	HOXC9	ENSG00000180806
ENSG00000250451	HOXC-AS1	ENSG00000250451
ENSG00000037965	HOXC8	ENSG00000037965
ENSG00000198353	HOXC4	ENSG00000198353
ENSG00000273046	AC012531.2	ENSG00000273046
ENSG00000260597	AC012531.1	ENSG00000260597
ENSG00000172789	HOXC5	ENSG00000172789
ENSG00000207571	MIR615	ENSG00000207571
ENSG00000248265	FLJ12825	ENSG00000248265
ENSG00000250654	AC023794.3	ENSG00000250654
ENSG00000249388	AC023794.2	ENSG00000249388
ENSG00000250432	LINC01598	ENSG00000250432
ENSG00000202146	Y_RNA	ENSG00000202146
ENSG00000123415	SMUG1	ENSG00000123415
ENSG00000250742	LINC02381	ENSG00000250742
ENSG00000283073	SMUG1-AS1	ENSG00000283073
ENSG00000260470	AC023794.5	ENSG00000260470
ENSG00000257534	AC023794.4	ENSG00000257534
ENSG00000248576	AC023794.1	ENSG00000248576
ENSG00000094916	CBX5	ENSG00000094916
ENSG00000283803	MIR3198-2	ENSG00000283803
ENSG00000241785	RN7SL390P	ENSG00000241785
ENSG00000257596	AC078778.1	ENSG00000257596
ENSG00000258344	AC078778.2	ENSG00000258344
ENSG00000135486	HNRNPA1	ENSG00000135486
ENSG00000123405	NFE2	ENSG00000123405
ENSG00000111481	COPZ1	ENSG00000111481
ENSG00000207381	RNU6-950P	ENSG00000207381
ENSG00000199122	MIR148B	ENSG00000199122
ENSG00000264028	RN7SL744P	ENSG00000264028
ENSG00000258137	AC079313.2	ENSG00000258137
ENSG00000258086	AC079313.1	ENSG00000258086
ENSG00000139572	GPR84	ENSG00000139572
ENSG00000161642	ZNF385A	ENSG00000161642
ENSG00000161638	ITGA5	ENSG00000161638
ENSG00000257477	LINC01154	ENSG00000257477
ENSG00000170627	GTSF1	ENSG00000170627
ENSG00000123338	NCKAP1L	ENSG00000123338
ENSG00000257824	AC068789.1	ENSG00000257824
ENSG00000123360	PDE1B	ENSG00000123360
ENSG00000135447	PPP1R1A	ENSG00000135447
ENSG00000257780	GLYCAM1	ENSG00000257780
ENSG00000135413	LACRT	ENSG00000135413
ENSG00000161634	DCD	ENSG00000161634
ENSG00000257634	AC079310.1	ENSG00000257634
ENSG00000270858	VDAC1P5	ENSG00000270858
ENSG00000172551	MUCL1	ENSG00000172551
ENSG00000135426	TESPA1	ENSG00000135426
ENSG00000257870	AC027287.2	ENSG00000257870
ENSG00000123307	NEUROD4	ENSG00000123307
ENSG00000196534	OR9K1P	ENSG00000196534
ENSG00000257350	AC027287.1	ENSG00000257350
ENSG00000170605	OR9K2	ENSG00000170605
ENSG00000224622	OR9R1P	ENSG00000224622
ENSG00000227423	OR10U1P	ENSG00000227423
ENSG00000179919	OR10A7	ENSG00000179919
ENSG00000197706	OR6C74	ENSG00000197706
ENSG00000213451	OR6C69P	ENSG00000213451
ENSG00000205331	OR6C72P	ENSG00000205331
ENSG00000188324	OR6C6	ENSG00000188324
ENSG00000230307	OR6C5P	ENSG00000230307
ENSG00000205330	OR6C1	ENSG00000205330
ENSG00000205329	OR6C3	ENSG00000205329
ENSG00000257757	OR6C7P	ENSG00000257757
ENSG00000187857	OR6C75	ENSG00000187857
ENSG00000203408	OR6C71P	ENSG00000203408
ENSG00000233606	OR6C66P	ENSG00000233606
ENSG00000257414	OR6C73P	ENSG00000257414
ENSG00000205328	OR6C65	ENSG00000205328
ENSG00000179899	PHC1P1	ENSG00000179899
ENSG00000185821	OR6C76	ENSG00000185821
ENSG00000258763	AC122685.1	ENSG00000258763
ENSG00000179695	OR6C2	ENSG00000179695
ENSG00000184954	OR6C70	ENSG00000184954
ENSG00000205327	OR6C68	ENSG00000205327
ENSG00000234670	OR6C64P	ENSG00000234670
ENSG00000179626	OR6C4	ENSG00000179626
ENSG00000179615	OR2AP1	ENSG00000179615
ENSG00000272937	AC009779.8	ENSG00000272937
ENSG00000175398	OR10P1	ENSG00000175398
ENSG00000258921	AC009779.5	ENSG00000258921
ENSG00000272837	AC009779.7	ENSG00000272837
ENSG00000258907	AC009779.4	ENSG00000258907
ENSG00000270458	AC009779.6	ENSG00000270458
ENSG00000170439	METTL7B	ENSG00000170439
ENSG00000135424	ITGA7	ENSG00000135424
ENSG00000258311	AC009779.3	ENSG00000258311
ENSG00000135441	BLOC1S1	ENSG00000135441
ENSG00000135437	RDH5	ENSG00000135437
ENSG00000135404	CD63	ENSG00000135404
ENSG00000258056	AC009779.2	ENSG00000258056
ENSG00000258045	Metazoa_SRP	ENSG00000258045
ENSG00000257384	AC009779.1	ENSG00000257384
ENSG00000135414	GDF11	ENSG00000135414
ENSG00000205323	SARNP	ENSG00000205323
ENSG00000257390	AC023055.1	ENSG00000257390
ENSG00000257509	AC073487.1	ENSG00000257509
ENSG00000123353	ORMDL2	ENSG00000123353
ENSG00000135392	DNAJC14	ENSG00000135392
ENSG00000182796	TMEM198B	ENSG00000182796
ENSG00000123342	MMP19	ENSG00000123342
ENSG00000257966	OLA1P3	ENSG00000257966
ENSG00000257569	GSTP1P1	ENSG00000257569
ENSG00000170473	PYM1	ENSG00000170473
ENSG00000065357	DGKA	ENSG00000065357
ENSG00000273973	AC025162.2	ENSG00000273973
ENSG00000185664	PMEL	ENSG00000185664
ENSG00000123374	CDK2	ENSG00000123374
ENSG00000258554	AC025162.1	ENSG00000258554
ENSG00000111540	RAB5B	ENSG00000111540
ENSG00000237493	AC034102.1	ENSG00000237493
ENSG00000139531	SUOX	ENSG00000139531
ENSG00000123411	IKZF4	ENSG00000123411
ENSG00000273890	AC034102.8	ENSG00000273890
ENSG00000257449	AC034102.3	ENSG00000257449
ENSG00000197728	RPS26	ENSG00000197728
ENSG00000065361	ERBB3	ENSG00000065361
ENSG00000257411	AC034102.2	ENSG00000257411
ENSG00000170515	PA2G4	ENSG00000170515
ENSG00000257553	AC034102.4	ENSG00000257553
ENSG00000229117	RPL41	ENSG00000229117
ENSG00000135482	ZC3H10	ENSG00000135482
ENSG00000139641	ESYT1	ENSG00000139641
ENSG00000258345	AC034102.7	ENSG00000258345
ENSG00000258317	AC034102.6	ENSG00000258317
ENSG00000257809	AC034102.5	ENSG00000257809
ENSG00000196465	MYL6B	ENSG00000196465
ENSG00000092841	MYL6	ENSG00000092841
ENSG00000258199	AC073896.4	ENSG00000258199
ENSG00000139613	SMARCC2	ENSG00000139613
ENSG00000181852	RNF41	ENSG00000181852
ENSG00000139579	NABP2	ENSG00000139579
ENSG00000139540	SLC39A5	ENSG00000139540
ENSG00000139645	ANKRD52	ENSG00000139645
ENSG00000135469	COQ10A	ENSG00000135469
ENSG00000258260	AC073896.5	ENSG00000258260
ENSG00000062485	CS	ENSG00000062485
ENSG00000144785	AC073896.1	ENSG00000144785
ENSG00000257303	AC073896.2	ENSG00000257303
ENSG00000257740	AC073896.3	ENSG00000257740
ENSG00000257727	CNPY2	ENSG00000257727
ENSG00000135473	PAN2	ENSG00000135473
ENSG00000110944	IL23A	ENSG00000110944
ENSG00000170581	STAT2	ENSG00000170581
ENSG00000252206	RNU7-40P	ENSG00000252206
ENSG00000175336	APOF	ENSG00000175336
ENSG00000274823	AC025574.2	ENSG00000274823
ENSG00000259099	AC025574.1	ENSG00000259099
ENSG00000276272	AC024884.2	ENSG00000276272
ENSG00000274569	AC024884.1	ENSG00000274569
ENSG00000111602	TIMELESS	ENSG00000111602
ENSG00000135517	MIP	ENSG00000135517
ENSG00000176422	SPRYD4	ENSG00000176422
ENSG00000135423	GLS2	ENSG00000135423
ENSG00000257576	HSPD1P4	ENSG00000257576
ENSG00000076067	RBMS2	ENSG00000076067
ENSG00000201579	RNU6-343P	ENSG00000201579
ENSG00000076108	BAZ2A	ENSG00000076108
ENSG00000110955	ATP5B	ENSG00000110955
ENSG00000207031	SNORD59A	ENSG00000207031
ENSG00000110958	PTGES3	ENSG00000110958
ENSG00000241217	RN7SL809P	ENSG00000241217
ENSG00000196531	NACA	ENSG00000196531
ENSG00000198056	PRIM1	ENSG00000198056
ENSG00000025423	HSD17B6	ENSG00000025423
ENSG00000258679	AC121758.1	ENSG00000258679
ENSG00000273536	AC121758.3	ENSG00000273536
ENSG00000258816	AC121758.2	ENSG00000258816
ENSG00000212383	SNORA48	ENSG00000212383
ENSG00000170426	SDR9C7	ENSG00000170426
ENSG00000278400	AC026120.2	ENSG00000278400
ENSG00000139547	RDH16	ENSG00000139547
ENSG00000278399	AC026120.1	ENSG00000278399
ENSG00000166856	GPR182	ENSG00000166856
ENSG00000166860	ZBTB39	ENSG00000166860
ENSG00000166863	TAC3	ENSG00000166863
ENSG00000166866	MYO1A	ENSG00000166866
ENSG00000166881	NEMP1	ENSG00000166881
ENSG00000166886	NAB2	ENSG00000166886
ENSG00000166888	STAT6	ENSG00000166888
ENSG00000123384	LRP1	ENSG00000123384
ENSG00000259125	LRP1-AS	ENSG00000259125
ENSG00000221365	MIR1228	ENSG00000221365
ENSG00000182379	NXPH4	ENSG00000182379
ENSG00000182199	SHMT2	ENSG00000182199
ENSG00000276727	AC137834.2	ENSG00000276727
ENSG00000185633	NDUFA4L2	ENSG00000185633
ENSG00000185482	STAC3	ENSG00000185482
ENSG00000258830	AC137834.1	ENSG00000258830
ENSG00000179912	R3HDM2	ENSG00000179912
ENSG00000201198	RNU6-879P	ENSG00000201198
ENSG00000258001	AC126614.1	ENSG00000258001
ENSG00000175189	INHBC	ENSG00000175189
ENSG00000139269	INHBE	ENSG00000139269
ENSG00000111087	GLI1	ENSG00000111087
ENSG00000123329	ARHGAP9	ENSG00000123329
ENSG00000166986	MARS	ENSG00000166986
ENSG00000284152	MIR6758	ENSG00000284152
ENSG00000175197	DDIT3	ENSG00000175197
ENSG00000208028	MIR616	ENSG00000208028
ENSG00000166987	MBD6	ENSG00000166987
ENSG00000175203	DCTN2	ENSG00000175203
ENSG00000155980	KIF5A	ENSG00000155980
ENSG00000166908	PIP4K2C	ENSG00000166908
ENSG00000178498	DTX3	ENSG00000178498
ENSG00000240771	ARHGEF25	ENSG00000240771
ENSG00000224713	AC025165.1	ENSG00000224713
ENSG00000135502	SLC26A10	ENSG00000135502
ENSG00000135454	B4GALNT1	ENSG00000135454
ENSG00000242990	RPL13AP23	ENSG00000242990
ENSG00000135506	OS9	ENSG00000135506
ENSG00000257342	AC025165.2	ENSG00000257342
ENSG00000135439	AGAP2	ENSG00000135439
ENSG00000255737	AGAP2-AS1	ENSG00000255737
ENSG00000135452	TSPAN31	ENSG00000135452
ENSG00000135446	CDK4	ENSG00000135446
ENSG00000283621	MIR6759	ENSG00000283621
ENSG00000139266	MARCH9	ENSG00000139266
ENSG00000111012	CYP27B1	ENSG00000111012
ENSG00000037897	METTL1	ENSG00000037897
ENSG00000123427	EEF1AKMT3	ENSG00000123427
ENSG00000257921	AC025165.3	ENSG00000257921
ENSG00000123297	TSFM	ENSG00000123297
ENSG00000135407	AVIL	ENSG00000135407
ENSG00000270039	AC025165.5	ENSG00000270039
ENSG00000206749	RNU6-1083P	ENSG00000206749
ENSG00000269903	AC025165.4	ENSG00000269903
ENSG00000175215	CTDSP2	ENSG00000175215
ENSG00000207789	MIR26A2	ENSG00000207789
ENSG00000257953	AC083805.2	ENSG00000257953
ENSG00000245651	AC083805.1	ENSG00000245651
ENSG00000273805	AC083805.3	ENSG00000273805
ENSG00000257698	AC084033.3	ENSG00000257698
ENSG00000166896	ATP23	ENSG00000166896
ENSG00000257159	AC084033.1	ENSG00000257159
ENSG00000222210	RN7SKP65	ENSG00000222210
ENSG00000257668	AC084033.2	ENSG00000257668
ENSG00000257541	LINC02403	ENSG00000257541
ENSG00000279134	AC090643.1	ENSG00000279134
ENSG00000279411	AC090643.2	ENSG00000279411
ENSG00000241423	RPL21P103	ENSG00000241423
ENSG00000258133	AC025578.1	ENSG00000258133
ENSG00000258231	AC020637.1	ENSG00000258231
ENSG00000257259	LINC02388	ENSG00000257259
ENSG00000139263	LRIG3	ENSG00000139263
ENSG00000257443	AC068305.3	ENSG00000257443
ENSG00000244390	AC068305.1	ENSG00000244390
ENSG00000257288	AC068305.2	ENSG00000257288
ENSG00000258214	AC108721.1	ENSG00000258214
ENSG00000212599	RNU6-279P	ENSG00000212599
ENSG00000251931	RNU6-871P	ENSG00000251931
ENSG00000257230	LINC02448	ENSG00000257230
ENSG00000202471	RNU4-20P	ENSG00000202471
ENSG00000118596	SLC16A7	ENSG00000118596
ENSG00000257146	AC079905.2	ENSG00000257146
ENSG00000237176	AC079905.1	ENSG00000237176
ENSG00000257294	AC080011.1	ENSG00000257294
ENSG00000258184	AC087883.1	ENSG00000258184
ENSG00000252607	Y_RNA	ENSG00000252607
ENSG00000251822	SNORA19	ENSG00000251822
ENSG00000257865	AC090022.1	ENSG00000257865
ENSG00000257308	AC090017.1	ENSG00000257308
ENSG00000258336	DUX4L52	ENSG00000258336
ENSG00000198673	FAM19A2	ENSG00000198673
ENSG00000242922	RPL21P104	ENSG00000242922
ENSG00000257528	KRT8P19	ENSG00000257528
ENSG00000213363	RPS3P6	ENSG00000213363
ENSG00000257880	AC078789.1	ENSG00000257880
ENSG00000258316	KLF17P1	ENSG00000258316
ENSG00000135655	USP15	ENSG00000135655
ENSG00000284360	MIR6125	ENSG00000284360
ENSG00000200814	RNU6-595P	ENSG00000200814
ENSG00000275881	Metazoa_SRP	ENSG00000275881
ENSG00000061987	MON2	ENSG00000061987
ENSG00000257568	AC079035.1	ENSG00000257568
ENSG00000202034	RNU6-399P	ENSG00000202034
ENSG00000221949	LINC01465	ENSG00000221949
ENSG00000257354	AC048341.2	ENSG00000257354
ENSG00000199179	MIRLET7I	ENSG00000199179
ENSG00000275180	AC048341.3	ENSG00000275180
ENSG00000111110	PPM1H	ENSG00000111110
ENSG00000241941	AC048341.1	ENSG00000241941
ENSG00000213352	GAPDHP44	ENSG00000213352
ENSG00000200296	RNU1-83P	ENSG00000200296
ENSG00000252660	Y_RNA	ENSG00000252660
ENSG00000139239	AC078814.1	ENSG00000139239
ENSG00000257779	AC078814.4	ENSG00000257779
ENSG00000250517	LDHAL6CP	ENSG00000250517
ENSG00000257235	AC078814.2	ENSG00000257235
ENSG00000257664	AC078814.3	ENSG00000257664
ENSG00000166148	AVPR1A	ENSG00000166148
ENSG00000279444	AC135584.1	ENSG00000279444
ENSG00000257332	HNRNPA1P69	ENSG00000257332
ENSG00000258117	AC026116.1	ENSG00000258117
ENSG00000177990	DPY19L2	ENSG00000177990
ENSG00000249753	AC084357.2	ENSG00000249753
ENSG00000257005	AC027667.1	ENSG00000257005
ENSG00000255583	AC084357.3	ENSG00000255583
ENSG00000240027	AC084357.1	ENSG00000240027
ENSG00000118600	TMEM5	ENSG00000118600
ENSG00000255850	TMEM5-AS1	ENSG00000255850
ENSG00000255642	PABPC1P4	ENSG00000255642
ENSG00000196935	SRGAP1	ENSG00000196935
ENSG00000242087	RPL36AP41	ENSG00000242087
ENSG00000256571	AC079866.2	ENSG00000256571
ENSG00000256399	AC079866.1	ENSG00000256399
ENSG00000255780	AC020611.1	ENSG00000255780
ENSG00000255886	AC020611.2	ENSG00000255886
ENSG00000255817	AC025576.2	ENSG00000255817
ENSG00000255629	AC025576.1	ENSG00000255629
ENSG00000174206	C12orf66	ENSG00000174206
ENSG00000212298	RNU6-1009P	ENSG00000212298
ENSG00000243024	AC012158.1	ENSG00000243024
ENSG00000251788	RNU5A-7P	ENSG00000251788
ENSG00000185306	C12orf56	ENSG00000185306
ENSG00000256192	AC012158.2	ENSG00000256192
ENSG00000256293	AC135279.2	ENSG00000256293
ENSG00000238440	snoU13	ENSG00000238440
ENSG00000184575	XPOT	ENSG00000184575
ENSG00000255566	AC135279.1	ENSG00000255566
ENSG00000277895	AC135279.3	ENSG00000277895
ENSG00000183735	TBK1	ENSG00000183735
ENSG00000153179	RASSF3	ENSG00000153179
ENSG00000256199	AC078962.2	ENSG00000256199
ENSG00000223294	SNORD83	ENSG00000223294
ENSG00000256670	AC078962.4	ENSG00000256670
ENSG00000266016	MIR548Z	ENSG00000266016
ENSG00000207546	MIR548C	ENSG00000207546
ENSG00000225195	AC078962.1	ENSG00000225195
ENSG00000256314	AC078962.3	ENSG00000256314
ENSG00000280320	AC025262.3	ENSG00000280320
ENSG00000280181	AC025262.2	ENSG00000280181
ENSG00000135677	GNS	ENSG00000135677
ENSG00000215159	AC025262.1	ENSG00000215159
ENSG00000111490	TBC1D30	ENSG00000111490
ENSG00000243020	RPL7P39	ENSG00000243020
ENSG00000255693	LINC02389	ENSG00000255693
ENSG00000248995	LINC02231	ENSG00000248995
ENSG00000221564	RNU6ATAC42P	ENSG00000221564
ENSG00000198671	AC135895.1	ENSG00000198671
ENSG00000156076	WIF1	ENSG00000156076
ENSG00000207099	RNU6-166P	ENSG00000207099
ENSG00000255700	APOOP3	ENSG00000255700
ENSG00000174106	LEMD3	ENSG00000174106
ENSG00000276853	AC026124.2	ENSG00000276853
ENSG00000174099	MSRB3	ENSG00000174099
ENSG00000250280	AC026124.1	ENSG00000250280
ENSG00000215208	KRT18P60	ENSG00000215208
ENSG00000250748	AC025419.1	ENSG00000250748
ENSG00000255866	AC090023.1	ENSG00000255866
ENSG00000256268	LINC02454	ENSG00000256268
ENSG00000256915	AC090023.2	ENSG00000256915
ENSG00000213344	PCNPP3	ENSG00000213344
ENSG00000241749	RPSAP52	ENSG00000241749
ENSG00000149948	HMGA2	ENSG00000149948
ENSG00000277945	AC107308.1	ENSG00000277945
ENSG00000197301	AC090673.1	ENSG00000197301
ENSG00000256083	AC090673.2	ENSG00000256083
ENSG00000276878	MIR6074	ENSG00000276878
ENSG00000256259	LINC02425	ENSG00000256259
ENSG00000213343	RPL21P18	ENSG00000213343
ENSG00000251857	RNA5SP362	ENSG00000251857
ENSG00000139233	LLPH	ENSG00000139233
ENSG00000228144	AC078927.1	ENSG00000228144
ENSG00000239335	LLPH-AS1	ENSG00000239335
ENSG00000155957	TMBIM4	ENSG00000155957
ENSG00000090376	IRAK3	ENSG00000090376
ENSG00000225422	RBMS1P1	ENSG00000225422
ENSG00000284011	MIR6502	ENSG00000284011
ENSG00000256072	AC078889.1	ENSG00000256072
ENSG00000256777	PDCL3P7	ENSG00000256777
ENSG00000222744	RN7SKP166	ENSG00000222744
ENSG00000127311	HELB	ENSG00000127311
ENSG00000155974	GRIP1	ENSG00000155974
ENSG00000256285	OSBPL9P5	ENSG00000256285
ENSG00000256420	OSBPL9P4	ENSG00000256420
ENSG00000256248	AC134511.1	ENSG00000256248
ENSG00000257083	AC073530.1	ENSG00000257083
ENSG00000279310	AC073530.2	ENSG00000279310
ENSG00000255976	RAB11AP2	ENSG00000255976
ENSG00000237766	GGTA2P	ENSG00000237766
ENSG00000111530	CAND1	ENSG00000111530
ENSG00000256037	MRPL40P1	ENSG00000256037
ENSG00000256355	NTAN1P3	ENSG00000256355
ENSG00000256172	LINC02420	ENSG00000256172
ENSG00000203585	LINC02408	ENSG00000203585
ENSG00000256077	LINC02442	ENSG00000256077
ENSG00000127334	DYRK2	ENSG00000127334
ENSG00000235872	AC078777.1	ENSG00000235872
ENSG00000255970	LINC02421	ENSG00000255970
ENSG00000279505	AC022513.1	ENSG00000279505
ENSG00000255772	LINC01479	ENSG00000255772
ENSG00000256835	AC005294.1	ENSG00000256835
ENSG00000255733	IFNG-AS1	ENSG00000255733
ENSG00000244432	RPL39P28	ENSG00000244432
ENSG00000236946	HNRNPA1P70	ENSG00000236946
ENSG00000256708	AC007458.1	ENSG00000256708
ENSG00000111537	IFNG	ENSG00000111537
ENSG00000111536	IL26	ENSG00000111536
ENSG00000127318	IL22	ENSG00000127318
ENSG00000111554	MDM1	ENSG00000111554
ENSG00000251301	LINC02384	ENSG00000251301
ENSG00000256273	AC022511.1	ENSG00000256273
ENSG00000273824	AC008033.3	ENSG00000273824
ENSG00000256075	AC008033.1	ENSG00000256075
ENSG00000256917	AC008033.2	ENSG00000256917
ENSG00000240087	RPSAP12	ENSG00000240087
ENSG00000274459	Metazoa_SRP	ENSG00000274459
ENSG00000127314	RAP1B	ENSG00000127314
ENSG00000234040	RPL10P12	ENSG00000234040
ENSG00000206650	SNORA70G	ENSG00000206650
ENSG00000234925	ATP5HP4	ENSG00000234925
ENSG00000247363	AC090061.1	ENSG00000247363
ENSG00000241825	RPL7P42	ENSG00000241825
ENSG00000111581	NUP107	ENSG00000111581
ENSG00000233560	KRT8P39	ENSG00000233560
ENSG00000175782	SLC35E3	ENSG00000175782
ENSG00000256678	AC025423.3	ENSG00000256678
ENSG00000135679	MDM2	ENSG00000135679
ENSG00000256325	AC025423.1	ENSG00000256325
ENSG00000257181	AC025423.4	ENSG00000257181
ENSG00000256664	AC025423.2	ENSG00000256664
ENSG00000135678	CPM	ENSG00000135678
ENSG00000252770	RNU7-4P	ENSG00000252770
ENSG00000257289	AC025423.5	ENSG00000257289
ENSG00000257336	PRELID2P1	ENSG00000257336
ENSG00000258140	AC127894.1	ENSG00000258140
ENSG00000111605	CPSF6	ENSG00000111605
ENSG00000283476	MIR1279	ENSG00000283476
ENSG00000257818	C1GALT1P1	ENSG00000257818
ENSG00000274979	AC020656.2	ENSG00000274979
ENSG00000090382	LYZ	ENSG00000090382
ENSG00000257764	AC020656.1	ENSG00000257764
ENSG00000127337	YEATS4	ENSG00000127337
ENSG00000266185	RN7SL804P	ENSG00000266185
ENSG00000241765	RPS26P45	ENSG00000241765
ENSG00000257507	LINC02373	ENSG00000257507
ENSG00000166225	FRS2	ENSG00000166225
ENSG00000264405	MIR3913-1	ENSG00000264405
ENSG00000283677	MIR3913-2	ENSG00000283677
ENSG00000166226	CCT2	ENSG00000166226
ENSG00000198812	LRRC10	ENSG00000198812
ENSG00000127325	BEST3	ENSG00000127325
ENSG00000279551	AC025263.3	ENSG00000279551
ENSG00000247131	AC025263.1	ENSG00000247131
ENSG00000127328	RAB3IP	ENSG00000127328
ENSG00000258052	AC025263.2	ENSG00000258052
ENSG00000166268	MYRFL	ENSG00000166268
ENSG00000257815	LINC01481	ENSG00000257815
ENSG00000257241	AC078922.1	ENSG00000257241
ENSG00000257139	AC084032.1	ENSG00000257139
ENSG00000257613	LINC01481	ENSG00000257613
ENSG00000111596	CNOT2	ENSG00000111596
ENSG00000279530	AC092881.1	ENSG00000279530
ENSG00000135643	KCNMB4	ENSG00000135643
ENSG00000222405	RNU4-65P	ENSG00000222405
ENSG00000258168	AC025569.1	ENSG00000258168
ENSG00000127329	PTPRB	ENSG00000127329
ENSG00000277247	AC083809.1	ENSG00000277247
ENSG00000153233	PTPRR	ENSG00000153233
ENSG00000257302	FAHD2P1	ENSG00000257302
ENSG00000207387	Y_RNA	ENSG00000207387
ENSG00000257265	AC123905.1	ENSG00000257265
ENSG00000257454	AC025575.1	ENSG00000257454
ENSG00000258053	AC025575.2	ENSG00000258053
ENSG00000127324	TSPAN8	ENSG00000127324
ENSG00000139292	LGR5	ENSG00000139292
ENSG00000277223	AC090116.1	ENSG00000277223
ENSG00000257761	AC078860.1	ENSG00000257761
ENSG00000133858	ZFC3H1	ENSG00000133858
ENSG00000212461	SNORA17	ENSG00000212461
ENSG00000173451	THAP2	ENSG00000173451
ENSG00000258064	AC073612.1	ENSG00000258064
ENSG00000139291	TMEM19	ENSG00000139291
ENSG00000257515	AC011601.1	ENSG00000257515
ENSG00000080371	RAB21	ENSG00000080371
ENSG00000257410	AC089984.1	ENSG00000257410
ENSG00000257991	AC089984.3	ENSG00000257991
ENSG00000121749	TBC1D15	ENSG00000121749
ENSG00000257802	AC089984.2	ENSG00000257802
ENSG00000139287	TPH2	ENSG00000139287
ENSG00000258115	AC090109.1	ENSG00000258115
ENSG00000072657	TRHDE	ENSG00000072657
ENSG00000236333	TRHDE-AS1	ENSG00000236333
ENSG00000257287	AC016256.1	ENSG00000257287
ENSG00000257723	CHCHD3P2	ENSG00000257723
ENSG00000258235	AC133480.1	ENSG00000258235
ENSG00000258294	AC090503.2	ENSG00000258294
ENSG00000258123	LINC02444	ENSG00000258123
ENSG00000257682	AC090503.1	ENSG00000257682
ENSG00000243164	AC087879.1	ENSG00000243164
ENSG00000252415	RNU6-1012P	ENSG00000252415
ENSG00000257750	LINC02445	ENSG00000257750
ENSG00000201809	U8	ENSG00000201809
ENSG00000257587	AC136188.1	ENSG00000257587
ENSG00000258332	LINC02394	ENSG00000258332
ENSG00000251138	AC090502.1	ENSG00000251138
ENSG00000258320	AC090502.4	ENSG00000258320
ENSG00000257183	AC090502.3	ENSG00000257183
ENSG00000257113	AC090502.2	ENSG00000257113
ENSG00000257364	VENTXP3	ENSG00000257364
ENSG00000253719	ATXN7L3B	ENSG00000253719
ENSG00000257386	AC025257.1	ENSG00000257386
ENSG00000257323	AC123904.2	ENSG00000257323
ENSG00000188646	AC123904.1	ENSG00000188646
ENSG00000257998	AC123904.3	ENSG00000257998
ENSG00000257434	AC073525.1	ENSG00000257434
ENSG00000166006	KCNC2	ENSG00000166006
ENSG00000254451	AC091534.1	ENSG00000254451
ENSG00000258112	CCNG2P1	ENSG00000258112
ENSG00000180881	CAPS2	ENSG00000180881
ENSG00000257823	AC092552.1	ENSG00000257823
ENSG00000273987	AC121761.2	ENSG00000273987
ENSG00000173401	GLIPR1L1	ENSG00000173401
ENSG00000180481	GLIPR1L2	ENSG00000180481
ENSG00000139278	GLIPR1	ENSG00000139278
ENSG00000257497	AC121761.1	ENSG00000257497
ENSG00000111615	KRR1	ENSG00000111615
ENSG00000258077	AC078923.1	ENSG00000258077
ENSG00000257777	AC022507.1	ENSG00000257777
ENSG00000258245	RPL10P13	ENSG00000258245
ENSG00000251893	SNORA70	ENSG00000251893
ENSG00000258088	AC078820.1	ENSG00000258088
ENSG00000258091	AC011611.6	ENSG00000258091
ENSG00000243420	RN7SL734P	ENSG00000243420
ENSG00000257329	AC011611.2	ENSG00000257329
ENSG00000198923	AC011611.1	ENSG00000198923
ENSG00000139289	PHLDA1	ENSG00000139289
